date,price
2023-09-01,7.100387096405029
2023-10-01,6.750176429748535
2023-11-01,7.364556789398193
2023-12-01,7.998922348022461
2024-01-01,7.821143627166748
2024-02-01,7.6514058113098145
2024-03-01,7.738132476806641
2024-04-01,7.272403240203857
2024-05-01,7.482693195343018
2024-06-01,7.611293315887451
2024-07-01,7.877865314483643
2024-08-01,8.043889045715332
2024-09-01,8.200553894042969
2024-10-01,7.772706031799316
2024-11-01,7.911688327789307
2024-12-01,7.4822821617126465
2025-01-01,7.518344402313232
2025-02-01,7.917424201965332
2025-03-01,7.837218761444092
2025-04-01,7.748967170715332
2025-05-01,7.524948596954346
2025-06-01,7.717684268951416
2025-07-01,7.649900436401367
2025-08-01,7.678229808807373
2025-09-01,7.912083625793457
2025-10-01,8.01813793182373
2025-11-01,8.056526184082031
2025-12-01,7.896128177642822
2026-01-01,7.8850603103637695
2026-02-01,8.212867736816406
2026-03-01,7.880000114440918
2026-04-01,7.900000095367432
